Path,Emotion,Emotion_intensity,Gender
./archive/Actor_01/03-01-01-01-01-01-01.wav,1,1,male
./archive/Actor_01/03-01-01-01-01-02-01.wav,1,1,male
./archive/Actor_01/03-01-01-01-02-01-01.wav,1,1,male
./archive/Actor_01/03-01-01-01-02-02-01.wav,1,1,male
./archive/Actor_01/03-01-02-01-01-01-01.wav,2,1,male
./archive/Actor_01/03-01-02-01-01-02-01.wav,2,1,male
./archive/Actor_01/03-01-02-01-02-01-01.wav,2,1,male
./archive/Actor_01/03-01-02-01-02-02-01.wav,2,1,male
./archive/Actor_01/03-01-03-01-01-01-01.wav,3,1,male
./archive/Actor_01/03-01-03-01-01-02-01.wav,3,1,male
./archive/Actor_01/03-01-03-01-02-01-01.wav,3,1,male
./archive/Actor_01/03-01-03-01-02-02-01.wav,3,1,male
./archive/Actor_01/03-01-04-01-01-01-01.wav,4,1,male
./archive/Actor_01/03-01-04-01-01-02-01.wav,4,1,male
./archive/Actor_01/03-01-04-01-02-01-01.wav,4,1,male
./archive/Actor_01/03-01-04-01-02-02-01.wav,4,1,male
./archive/Actor_01/03-01-05-01-01-01-01.wav,5,1,male
./archive/Actor_01/03-01-05-01-01-02-01.wav,5,1,male
./archive/Actor_01/03-01-05-01-02-01-01.wav,5,1,male
./archive/Actor_01/03-01-05-01-02-02-01.wav,5,1,male
./archive/Actor_01/03-01-06-01-01-01-01.wav,6,1,male
./archive/Actor_01/03-01-06-01-01-02-01.wav,6,1,male
./archive/Actor_01/03-01-06-01-02-01-01.wav,6,1,male
./archive/Actor_01/03-01-06-01-02-02-01.wav,6,1,male
./archive/Actor_01/03-01-07-01-01-01-01.wav,7,1,male
./archive/Actor_01/03-01-07-01-01-02-01.wav,7,1,male
./archive/Actor_01/03-01-07-01-02-01-01.wav,7,1,male
./archive/Actor_01/03-01-07-01-02-02-01.wav,7,1,male
./archive/Actor_01/03-01-08-01-01-01-01.wav,0,1,male
./archive/Actor_01/03-01-08-01-01-02-01.wav,0,1,male
./archive/Actor_01/03-01-08-01-02-01-01.wav,0,1,male
./archive/Actor_01/03-01-08-01-02-02-01.wav,0,1,male
./archive/Actor_02/03-01-01-01-01-01-02.wav,1,1,female
./archive/Actor_02/03-01-01-01-01-02-02.wav,1,1,female
./archive/Actor_02/03-01-01-01-02-01-02.wav,1,1,female
./archive/Actor_02/03-01-01-01-02-02-02.wav,1,1,female
./archive/Actor_02/03-01-02-01-01-01-02.wav,2,1,female
./archive/Actor_02/03-01-02-01-01-02-02.wav,2,1,female
./archive/Actor_02/03-01-02-01-02-01-02.wav,2,1,female
./archive/Actor_02/03-01-02-01-02-02-02.wav,2,1,female
./archive/Actor_02/03-01-03-01-01-01-02.wav,3,1,female
./archive/Actor_02/03-01-03-01-01-02-02.wav,3,1,female
./archive/Actor_02/03-01-03-01-02-01-02.wav,3,1,female
./archive/Actor_02/03-01-03-01-02-02-02.wav,3,1,female
./archive/Actor_02/03-01-04-01-01-01-02.wav,4,1,female
./archive/Actor_02/03-01-04-01-01-02-02.wav,4,1,female
./archive/Actor_02/03-01-04-01-02-01-02.wav,4,1,female
./archive/Actor_02/03-01-04-01-02-02-02.wav,4,1,female
./archive/Actor_02/03-01-05-01-01-01-02.wav,5,1,female
./archive/Actor_02/03-01-05-01-01-02-02.wav,5,1,female
./archive/Actor_02/03-01-05-01-02-01-02.wav,5,1,female
./archive/Actor_02/03-01-05-01-02-02-02.wav,5,1,female
./archive/Actor_02/03-01-06-01-01-01-02.wav,6,1,female
./archive/Actor_02/03-01-06-01-01-02-02.wav,6,1,female
./archive/Actor_02/03-01-06-01-02-01-02.wav,6,1,female
./archive/Actor_02/03-01-06-01-02-02-02.wav,6,1,female
./archive/Actor_02/03-01-07-01-01-01-02.wav,7,1,female
./archive/Actor_02/03-01-07-01-01-02-02.wav,7,1,female
./archive/Actor_02/03-01-07-01-02-01-02.wav,7,1,female
./archive/Actor_02/03-01-07-01-02-02-02.wav,7,1,female
./archive/Actor_02/03-01-08-01-01-01-02.wav,0,1,female
./archive/Actor_02/03-01-08-01-01-02-02.wav,0,1,female
./archive/Actor_02/03-01-08-01-02-01-02.wav,0,1,female
./archive/Actor_02/03-01-08-01-02-02-02.wav,0,1,female
./archive/Actor_03/03-01-01-01-01-01-03.wav,1,1,male
./archive/Actor_03/03-01-01-01-01-02-03.wav,1,1,male
./archive/Actor_03/03-01-01-01-02-01-03.wav,1,1,male
./archive/Actor_03/03-01-01-01-02-02-03.wav,1,1,male
./archive/Actor_03/03-01-02-01-01-01-03.wav,2,1,male
./archive/Actor_03/03-01-02-01-01-02-03.wav,2,1,male
./archive/Actor_03/03-01-02-01-02-01-03.wav,2,1,male
./archive/Actor_03/03-01-02-01-02-02-03.wav,2,1,male
./archive/Actor_03/03-01-03-01-01-01-03.wav,3,1,male
./archive/Actor_03/03-01-03-01-01-02-03.wav,3,1,male
./archive/Actor_03/03-01-03-01-02-01-03.wav,3,1,male
./archive/Actor_03/03-01-03-01-02-02-03.wav,3,1,male
./archive/Actor_03/03-01-04-01-01-01-03.wav,4,1,male
./archive/Actor_03/03-01-04-01-01-02-03.wav,4,1,male
./archive/Actor_03/03-01-04-01-02-01-03.wav,4,1,male
./archive/Actor_03/03-01-04-01-02-02-03.wav,4,1,male
./archive/Actor_03/03-01-05-01-01-01-03.wav,5,1,male
./archive/Actor_03/03-01-05-01-01-02-03.wav,5,1,male
./archive/Actor_03/03-01-05-01-02-01-03.wav,5,1,male
./archive/Actor_03/03-01-05-01-02-02-03.wav,5,1,male
./archive/Actor_03/03-01-06-01-01-01-03.wav,6,1,male
./archive/Actor_03/03-01-06-01-01-02-03.wav,6,1,male
./archive/Actor_03/03-01-06-01-02-01-03.wav,6,1,male
./archive/Actor_03/03-01-06-01-02-02-03.wav,6,1,male
./archive/Actor_03/03-01-07-01-01-01-03.wav,7,1,male
./archive/Actor_03/03-01-07-01-01-02-03.wav,7,1,male
./archive/Actor_03/03-01-07-01-02-01-03.wav,7,1,male
./archive/Actor_03/03-01-07-01-02-02-03.wav,7,1,male
./archive/Actor_03/03-01-08-01-01-01-03.wav,0,1,male
./archive/Actor_03/03-01-08-01-01-02-03.wav,0,1,male
./archive/Actor_03/03-01-08-01-02-01-03.wav,0,1,male
./archive/Actor_03/03-01-08-01-02-02-03.wav,0,1,male
./archive/Actor_04/03-01-01-01-01-01-04.wav,1,1,female
./archive/Actor_04/03-01-01-01-01-02-04.wav,1,1,female
./archive/Actor_04/03-01-01-01-02-01-04.wav,1,1,female
./archive/Actor_04/03-01-01-01-02-02-04.wav,1,1,female
./archive/Actor_04/03-01-02-01-01-01-04.wav,2,1,female
./archive/Actor_04/03-01-02-01-01-02-04.wav,2,1,female
./archive/Actor_04/03-01-02-01-02-01-04.wav,2,1,female
./archive/Actor_04/03-01-02-01-02-02-04.wav,2,1,female
./archive/Actor_04/03-01-03-01-01-01-04.wav,3,1,female
./archive/Actor_04/03-01-03-01-01-02-04.wav,3,1,female
./archive/Actor_04/03-01-03-01-02-01-04.wav,3,1,female
./archive/Actor_04/03-01-03-01-02-02-04.wav,3,1,female
./archive/Actor_04/03-01-04-01-01-01-04.wav,4,1,female
./archive/Actor_04/03-01-04-01-01-02-04.wav,4,1,female
./archive/Actor_04/03-01-04-01-02-01-04.wav,4,1,female
./archive/Actor_04/03-01-04-01-02-02-04.wav,4,1,female
./archive/Actor_04/03-01-05-01-01-01-04.wav,5,1,female
./archive/Actor_04/03-01-05-01-01-02-04.wav,5,1,female
./archive/Actor_04/03-01-05-01-02-01-04.wav,5,1,female
./archive/Actor_04/03-01-05-01-02-02-04.wav,5,1,female
./archive/Actor_04/03-01-06-01-01-01-04.wav,6,1,female
./archive/Actor_04/03-01-06-01-01-02-04.wav,6,1,female
./archive/Actor_04/03-01-06-01-02-01-04.wav,6,1,female
./archive/Actor_04/03-01-06-01-02-02-04.wav,6,1,female
./archive/Actor_04/03-01-07-01-01-01-04.wav,7,1,female
./archive/Actor_04/03-01-07-01-01-02-04.wav,7,1,female
./archive/Actor_04/03-01-07-01-02-01-04.wav,7,1,female
./archive/Actor_04/03-01-07-01-02-02-04.wav,7,1,female
./archive/Actor_04/03-01-08-01-01-01-04.wav,0,1,female
./archive/Actor_04/03-01-08-01-01-02-04.wav,0,1,female
./archive/Actor_04/03-01-08-01-02-01-04.wav,0,1,female
./archive/Actor_04/03-01-08-01-02-02-04.wav,0,1,female
./archive/Actor_05/03-01-01-01-01-01-05.wav,1,1,male
./archive/Actor_05/03-01-01-01-01-02-05.wav,1,1,male
./archive/Actor_05/03-01-01-01-02-01-05.wav,1,1,male
./archive/Actor_05/03-01-01-01-02-02-05.wav,1,1,male
./archive/Actor_05/03-01-02-01-01-01-05.wav,2,1,male
./archive/Actor_05/03-01-02-01-01-02-05.wav,2,1,male
./archive/Actor_05/03-01-02-01-02-01-05.wav,2,1,male
./archive/Actor_05/03-01-02-01-02-02-05.wav,2,1,male
./archive/Actor_05/03-01-03-01-01-01-05.wav,3,1,male
./archive/Actor_05/03-01-03-01-01-02-05.wav,3,1,male
./archive/Actor_05/03-01-03-01-02-01-05.wav,3,1,male
./archive/Actor_05/03-01-03-01-02-02-05.wav,3,1,male
./archive/Actor_05/03-01-04-01-01-01-05.wav,4,1,male
./archive/Actor_05/03-01-04-01-01-02-05.wav,4,1,male
./archive/Actor_05/03-01-04-01-02-01-05.wav,4,1,male
./archive/Actor_05/03-01-04-01-02-02-05.wav,4,1,male
./archive/Actor_05/03-01-05-01-01-01-05.wav,5,1,male
./archive/Actor_05/03-01-05-01-01-02-05.wav,5,1,male
./archive/Actor_05/03-01-05-01-02-01-05.wav,5,1,male
./archive/Actor_05/03-01-05-01-02-02-05.wav,5,1,male
./archive/Actor_05/03-01-06-01-01-01-05.wav,6,1,male
./archive/Actor_05/03-01-06-01-01-02-05.wav,6,1,male
./archive/Actor_05/03-01-06-01-02-01-05.wav,6,1,male
./archive/Actor_05/03-01-06-01-02-02-05.wav,6,1,male
./archive/Actor_05/03-01-07-01-01-01-05.wav,7,1,male
./archive/Actor_05/03-01-07-01-01-02-05.wav,7,1,male
./archive/Actor_05/03-01-07-01-02-01-05.wav,7,1,male
./archive/Actor_05/03-01-07-01-02-02-05.wav,7,1,male
./archive/Actor_05/03-01-08-01-01-01-05.wav,0,1,male
./archive/Actor_05/03-01-08-01-01-02-05.wav,0,1,male
./archive/Actor_05/03-01-08-01-02-01-05.wav,0,1,male
./archive/Actor_05/03-01-08-01-02-02-05.wav,0,1,male
./archive/Actor_06/03-01-01-01-01-01-06.wav,1,1,female
./archive/Actor_06/03-01-01-01-01-02-06.wav,1,1,female
./archive/Actor_06/03-01-01-01-02-01-06.wav,1,1,female
./archive/Actor_06/03-01-01-01-02-02-06.wav,1,1,female
./archive/Actor_06/03-01-02-01-01-01-06.wav,2,1,female
./archive/Actor_06/03-01-02-01-01-02-06.wav,2,1,female
./archive/Actor_06/03-01-02-01-02-01-06.wav,2,1,female
./archive/Actor_06/03-01-02-01-02-02-06.wav,2,1,female
./archive/Actor_06/03-01-03-01-01-01-06.wav,3,1,female
./archive/Actor_06/03-01-03-01-01-02-06.wav,3,1,female
./archive/Actor_06/03-01-03-01-02-01-06.wav,3,1,female
./archive/Actor_06/03-01-03-01-02-02-06.wav,3,1,female
./archive/Actor_06/03-01-04-01-01-01-06.wav,4,1,female
./archive/Actor_06/03-01-04-01-01-02-06.wav,4,1,female
./archive/Actor_06/03-01-04-01-02-01-06.wav,4,1,female
./archive/Actor_06/03-01-04-01-02-02-06.wav,4,1,female
./archive/Actor_06/03-01-05-01-01-01-06.wav,5,1,female
./archive/Actor_06/03-01-05-01-01-02-06.wav,5,1,female
./archive/Actor_06/03-01-05-01-02-01-06.wav,5,1,female
./archive/Actor_06/03-01-05-01-02-02-06.wav,5,1,female
./archive/Actor_06/03-01-06-01-01-01-06.wav,6,1,female
./archive/Actor_06/03-01-06-01-01-02-06.wav,6,1,female
./archive/Actor_06/03-01-06-01-02-01-06.wav,6,1,female
./archive/Actor_06/03-01-06-01-02-02-06.wav,6,1,female
./archive/Actor_06/03-01-07-01-01-01-06.wav,7,1,female
./archive/Actor_06/03-01-07-01-01-02-06.wav,7,1,female
./archive/Actor_06/03-01-07-01-02-01-06.wav,7,1,female
./archive/Actor_06/03-01-07-01-02-02-06.wav,7,1,female
./archive/Actor_06/03-01-08-01-01-01-06.wav,0,1,female
./archive/Actor_06/03-01-08-01-01-02-06.wav,0,1,female
./archive/Actor_06/03-01-08-01-02-01-06.wav,0,1,female
./archive/Actor_06/03-01-08-01-02-02-06.wav,0,1,female
./archive/Actor_07/03-01-01-01-01-01-07.wav,1,1,male
./archive/Actor_07/03-01-01-01-01-02-07.wav,1,1,male
./archive/Actor_07/03-01-01-01-02-01-07.wav,1,1,male
./archive/Actor_07/03-01-01-01-02-02-07.wav,1,1,male
./archive/Actor_07/03-01-02-01-01-01-07.wav,2,1,male
./archive/Actor_07/03-01-02-01-01-02-07.wav,2,1,male
./archive/Actor_07/03-01-02-01-02-01-07.wav,2,1,male
./archive/Actor_07/03-01-02-01-02-02-07.wav,2,1,male
./archive/Actor_07/03-01-03-01-01-01-07.wav,3,1,male
./archive/Actor_07/03-01-03-01-01-02-07.wav,3,1,male
./archive/Actor_07/03-01-03-01-02-01-07.wav,3,1,male
./archive/Actor_07/03-01-03-01-02-02-07.wav,3,1,male
./archive/Actor_07/03-01-04-01-01-01-07.wav,4,1,male
./archive/Actor_07/03-01-04-01-01-02-07.wav,4,1,male
./archive/Actor_07/03-01-04-01-02-01-07.wav,4,1,male
./archive/Actor_07/03-01-04-01-02-02-07.wav,4,1,male
./archive/Actor_07/03-01-05-01-01-01-07.wav,5,1,male
./archive/Actor_07/03-01-05-01-01-02-07.wav,5,1,male
./archive/Actor_07/03-01-05-01-02-01-07.wav,5,1,male
./archive/Actor_07/03-01-05-01-02-02-07.wav,5,1,male
./archive/Actor_07/03-01-06-01-01-01-07.wav,6,1,male
./archive/Actor_07/03-01-06-01-01-02-07.wav,6,1,male
./archive/Actor_07/03-01-06-01-02-01-07.wav,6,1,male
./archive/Actor_07/03-01-06-01-02-02-07.wav,6,1,male
./archive/Actor_07/03-01-07-01-01-01-07.wav,7,1,male
./archive/Actor_07/03-01-07-01-01-02-07.wav,7,1,male
./archive/Actor_07/03-01-07-01-02-01-07.wav,7,1,male
./archive/Actor_07/03-01-07-01-02-02-07.wav,7,1,male
./archive/Actor_07/03-01-08-01-01-01-07.wav,0,1,male
./archive/Actor_07/03-01-08-01-01-02-07.wav,0,1,male
./archive/Actor_07/03-01-08-01-02-01-07.wav,0,1,male
./archive/Actor_07/03-01-08-01-02-02-07.wav,0,1,male
./archive/Actor_08/03-01-01-01-01-01-08.wav,1,1,female
./archive/Actor_08/03-01-01-01-01-02-08.wav,1,1,female
./archive/Actor_08/03-01-01-01-02-01-08.wav,1,1,female
./archive/Actor_08/03-01-01-01-02-02-08.wav,1,1,female
./archive/Actor_08/03-01-02-01-01-01-08.wav,2,1,female
./archive/Actor_08/03-01-02-01-01-02-08.wav,2,1,female
./archive/Actor_08/03-01-02-01-02-01-08.wav,2,1,female
./archive/Actor_08/03-01-02-01-02-02-08.wav,2,1,female
./archive/Actor_08/03-01-03-01-01-01-08.wav,3,1,female
./archive/Actor_08/03-01-03-01-01-02-08.wav,3,1,female
./archive/Actor_08/03-01-03-01-02-01-08.wav,3,1,female
./archive/Actor_08/03-01-03-01-02-02-08.wav,3,1,female
./archive/Actor_08/03-01-04-01-01-01-08.wav,4,1,female
./archive/Actor_08/03-01-04-01-01-02-08.wav,4,1,female
./archive/Actor_08/03-01-04-01-02-01-08.wav,4,1,female
./archive/Actor_08/03-01-04-01-02-02-08.wav,4,1,female
./archive/Actor_08/03-01-05-01-01-01-08.wav,5,1,female
./archive/Actor_08/03-01-05-01-01-02-08.wav,5,1,female
./archive/Actor_08/03-01-05-01-02-01-08.wav,5,1,female
./archive/Actor_08/03-01-05-01-02-02-08.wav,5,1,female
./archive/Actor_08/03-01-06-01-01-01-08.wav,6,1,female
./archive/Actor_08/03-01-06-01-01-02-08.wav,6,1,female
./archive/Actor_08/03-01-06-01-02-01-08.wav,6,1,female
./archive/Actor_08/03-01-06-01-02-02-08.wav,6,1,female
./archive/Actor_08/03-01-07-01-01-01-08.wav,7,1,female
./archive/Actor_08/03-01-07-01-01-02-08.wav,7,1,female
./archive/Actor_08/03-01-07-01-02-01-08.wav,7,1,female
./archive/Actor_08/03-01-07-01-02-02-08.wav,7,1,female
./archive/Actor_08/03-01-08-01-01-01-08.wav,0,1,female
./archive/Actor_08/03-01-08-01-01-02-08.wav,0,1,female
./archive/Actor_08/03-01-08-01-02-01-08.wav,0,1,female
./archive/Actor_08/03-01-08-01-02-02-08.wav,0,1,female
./archive/Actor_09/03-01-01-01-01-01-09.wav,1,1,male
./archive/Actor_09/03-01-01-01-01-02-09.wav,1,1,male
./archive/Actor_09/03-01-01-01-02-01-09.wav,1,1,male
./archive/Actor_09/03-01-01-01-02-02-09.wav,1,1,male
./archive/Actor_09/03-01-02-01-01-01-09.wav,2,1,male
./archive/Actor_09/03-01-02-01-01-02-09.wav,2,1,male
./archive/Actor_09/03-01-02-01-02-01-09.wav,2,1,male
./archive/Actor_09/03-01-02-01-02-02-09.wav,2,1,male
./archive/Actor_09/03-01-03-01-01-01-09.wav,3,1,male
./archive/Actor_09/03-01-03-01-01-02-09.wav,3,1,male
./archive/Actor_09/03-01-03-01-02-01-09.wav,3,1,male
./archive/Actor_09/03-01-03-01-02-02-09.wav,3,1,male
./archive/Actor_09/03-01-04-01-01-01-09.wav,4,1,male
./archive/Actor_09/03-01-04-01-01-02-09.wav,4,1,male
./archive/Actor_09/03-01-04-01-02-01-09.wav,4,1,male
./archive/Actor_09/03-01-04-01-02-02-09.wav,4,1,male
./archive/Actor_09/03-01-05-01-01-01-09.wav,5,1,male
./archive/Actor_09/03-01-05-01-01-02-09.wav,5,1,male
./archive/Actor_09/03-01-05-01-02-01-09.wav,5,1,male
./archive/Actor_09/03-01-05-01-02-02-09.wav,5,1,male
./archive/Actor_09/03-01-06-01-01-01-09.wav,6,1,male
./archive/Actor_09/03-01-06-01-01-02-09.wav,6,1,male
./archive/Actor_09/03-01-06-01-02-01-09.wav,6,1,male
./archive/Actor_09/03-01-06-01-02-02-09.wav,6,1,male
./archive/Actor_09/03-01-07-01-01-01-09.wav,7,1,male
./archive/Actor_09/03-01-07-01-01-02-09.wav,7,1,male
./archive/Actor_09/03-01-07-01-02-01-09.wav,7,1,male
./archive/Actor_09/03-01-07-01-02-02-09.wav,7,1,male
./archive/Actor_09/03-01-08-01-01-01-09.wav,0,1,male
./archive/Actor_09/03-01-08-01-01-02-09.wav,0,1,male
./archive/Actor_09/03-01-08-01-02-01-09.wav,0,1,male
./archive/Actor_09/03-01-08-01-02-02-09.wav,0,1,male
./archive/Actor_10/03-01-01-01-01-01-10.wav,1,1,female
./archive/Actor_10/03-01-01-01-01-02-10.wav,1,1,female
./archive/Actor_10/03-01-01-01-02-01-10.wav,1,1,female
./archive/Actor_10/03-01-01-01-02-02-10.wav,1,1,female
./archive/Actor_10/03-01-02-01-01-01-10.wav,2,1,female
./archive/Actor_10/03-01-02-01-01-02-10.wav,2,1,female
./archive/Actor_10/03-01-02-01-02-01-10.wav,2,1,female
./archive/Actor_10/03-01-02-01-02-02-10.wav,2,1,female
./archive/Actor_10/03-01-03-01-01-01-10.wav,3,1,female
./archive/Actor_10/03-01-03-01-01-02-10.wav,3,1,female
./archive/Actor_10/03-01-03-01-02-01-10.wav,3,1,female
./archive/Actor_10/03-01-03-01-02-02-10.wav,3,1,female
./archive/Actor_10/03-01-04-01-01-01-10.wav,4,1,female
./archive/Actor_10/03-01-04-01-01-02-10.wav,4,1,female
./archive/Actor_10/03-01-04-01-02-01-10.wav,4,1,female
./archive/Actor_10/03-01-04-01-02-02-10.wav,4,1,female
./archive/Actor_10/03-01-05-01-01-01-10.wav,5,1,female
./archive/Actor_10/03-01-05-01-01-02-10.wav,5,1,female
./archive/Actor_10/03-01-05-01-02-01-10.wav,5,1,female
./archive/Actor_10/03-01-05-01-02-02-10.wav,5,1,female
./archive/Actor_10/03-01-06-01-01-01-10.wav,6,1,female
./archive/Actor_10/03-01-06-01-01-02-10.wav,6,1,female
./archive/Actor_10/03-01-06-01-02-01-10.wav,6,1,female
./archive/Actor_10/03-01-06-01-02-02-10.wav,6,1,female
./archive/Actor_10/03-01-07-01-01-01-10.wav,7,1,female
./archive/Actor_10/03-01-07-01-01-02-10.wav,7,1,female
./archive/Actor_10/03-01-07-01-02-01-10.wav,7,1,female
./archive/Actor_10/03-01-07-01-02-02-10.wav,7,1,female
./archive/Actor_10/03-01-08-01-01-01-10.wav,0,1,female
./archive/Actor_10/03-01-08-01-01-02-10.wav,0,1,female
./archive/Actor_10/03-01-08-01-02-01-10.wav,0,1,female
./archive/Actor_10/03-01-08-01-02-02-10.wav,0,1,female
./archive/Actor_11/03-01-01-01-01-01-11.wav,1,1,male
./archive/Actor_11/03-01-01-01-01-02-11.wav,1,1,male
./archive/Actor_11/03-01-01-01-02-01-11.wav,1,1,male
./archive/Actor_11/03-01-01-01-02-02-11.wav,1,1,male
./archive/Actor_11/03-01-02-01-01-01-11.wav,2,1,male
./archive/Actor_11/03-01-02-01-01-02-11.wav,2,1,male
./archive/Actor_11/03-01-02-01-02-01-11.wav,2,1,male
./archive/Actor_11/03-01-02-01-02-02-11.wav,2,1,male
./archive/Actor_11/03-01-03-01-01-01-11.wav,3,1,male
./archive/Actor_11/03-01-03-01-01-02-11.wav,3,1,male
./archive/Actor_11/03-01-03-01-02-01-11.wav,3,1,male
./archive/Actor_11/03-01-03-01-02-02-11.wav,3,1,male
./archive/Actor_11/03-01-04-01-01-01-11.wav,4,1,male
./archive/Actor_11/03-01-04-01-01-02-11.wav,4,1,male
./archive/Actor_11/03-01-04-01-02-01-11.wav,4,1,male
./archive/Actor_11/03-01-04-01-02-02-11.wav,4,1,male
./archive/Actor_11/03-01-05-01-01-01-11.wav,5,1,male
./archive/Actor_11/03-01-05-01-01-02-11.wav,5,1,male
./archive/Actor_11/03-01-05-01-02-01-11.wav,5,1,male
./archive/Actor_11/03-01-05-01-02-02-11.wav,5,1,male
./archive/Actor_11/03-01-06-01-01-01-11.wav,6,1,male
./archive/Actor_11/03-01-06-01-01-02-11.wav,6,1,male
./archive/Actor_11/03-01-06-01-02-01-11.wav,6,1,male
./archive/Actor_11/03-01-06-01-02-02-11.wav,6,1,male
./archive/Actor_11/03-01-07-01-01-01-11.wav,7,1,male
./archive/Actor_11/03-01-07-01-01-02-11.wav,7,1,male
./archive/Actor_11/03-01-07-01-02-01-11.wav,7,1,male
./archive/Actor_11/03-01-07-01-02-02-11.wav,7,1,male
./archive/Actor_11/03-01-08-01-01-01-11.wav,0,1,male
./archive/Actor_11/03-01-08-01-01-02-11.wav,0,1,male
./archive/Actor_11/03-01-08-01-02-01-11.wav,0,1,male
./archive/Actor_11/03-01-08-01-02-02-11.wav,0,1,male
./archive/Actor_12/03-01-01-01-01-01-12.wav,1,1,female
./archive/Actor_12/03-01-01-01-01-02-12.wav,1,1,female
./archive/Actor_12/03-01-01-01-02-01-12.wav,1,1,female
./archive/Actor_12/03-01-01-01-02-02-12.wav,1,1,female
./archive/Actor_12/03-01-02-01-01-01-12.wav,2,1,female
./archive/Actor_12/03-01-02-01-01-02-12.wav,2,1,female
./archive/Actor_12/03-01-02-01-02-01-12.wav,2,1,female
./archive/Actor_12/03-01-02-01-02-02-12.wav,2,1,female
./archive/Actor_12/03-01-03-01-01-01-12.wav,3,1,female
./archive/Actor_12/03-01-03-01-01-02-12.wav,3,1,female
./archive/Actor_12/03-01-03-01-02-01-12.wav,3,1,female
./archive/Actor_12/03-01-03-01-02-02-12.wav,3,1,female
./archive/Actor_12/03-01-04-01-01-01-12.wav,4,1,female
./archive/Actor_12/03-01-04-01-01-02-12.wav,4,1,female
./archive/Actor_12/03-01-04-01-02-01-12.wav,4,1,female
./archive/Actor_12/03-01-04-01-02-02-12.wav,4,1,female
./archive/Actor_12/03-01-05-01-01-01-12.wav,5,1,female
./archive/Actor_12/03-01-05-01-01-02-12.wav,5,1,female
./archive/Actor_12/03-01-05-01-02-01-12.wav,5,1,female
./archive/Actor_12/03-01-05-01-02-02-12.wav,5,1,female
./archive/Actor_12/03-01-06-01-01-01-12.wav,6,1,female
./archive/Actor_12/03-01-06-01-01-02-12.wav,6,1,female
./archive/Actor_12/03-01-06-01-02-01-12.wav,6,1,female
./archive/Actor_12/03-01-06-01-02-02-12.wav,6,1,female
./archive/Actor_12/03-01-07-01-01-01-12.wav,7,1,female
./archive/Actor_12/03-01-07-01-01-02-12.wav,7,1,female
./archive/Actor_12/03-01-07-01-02-01-12.wav,7,1,female
./archive/Actor_12/03-01-07-01-02-02-12.wav,7,1,female
./archive/Actor_12/03-01-08-01-01-01-12.wav,0,1,female
./archive/Actor_12/03-01-08-01-01-02-12.wav,0,1,female
./archive/Actor_12/03-01-08-01-02-01-12.wav,0,1,female
